COMM_NAME,COMM_CODE,COMM_WT,Index:2012-13,Index:2013-14,Index:2014-15,Index:2015-16,Index:2016-17,Index:2017-18,Index:2018-19,Index:2019-20,Index:2020-21,Index:2021-22,Index:2022-23
Liquid air & other gaseous products,1310010021,0.0445,101.7,103.75,107.3,108.85,111.1,115.45,123.0,128.25,133.75,136.5,136.5
Alcohols,1310010022,0.12767,103.65,115.9,115.4,110.30000000000001,112.19999999999999,119.94999999999999,125.5,126.8,144.45,160.2,162.1
Other Inorganic Chemicals,1310010023,0.28422,102.75,102.35,102.5,102.85,105.25,112.9,123.95,124.3,133.15,149.25,152.8
Phthalic anhydride,1310010024,0.0191,124.2,119.55,91.35,80.44999999999999,91.9,102.4,103.7,94.45,103.35,127.75,137.6
Ammonium nitrate,1310010025,0.01281,106.9,112.1,115.05000000000001,114.25,110.1,110.75,116.95,117.45,131.85,193.1,221.3
Catalysts,1310010026,0.01697,111.7,122.3,128.85,122.2,124.1,128.5,136.2,148.45,155.89999999999998,178.55,197.1
Sodium Silicate,1310010027,0.01297,105.3,112.30000000000001,118.4,118.8,118.0,118.19999999999999,122.8,124.80000000000001,129.5,167.15,195.3
b. Manufacture of fertilizers and nitrogen compounds,1310020000,1.48497,114.75,117.35,119.9,120.65,117.7,118.5,122.15,123.15,125.35,135.64999999999998,144.8
Urea,1310020001,0.72685,102.85,105.2,108.4,112.3,112.0,111.8,111.44999999999999,110.65,109.8,111.6,115.1
Di ammonium phosphate,1310020002,0.07425,134.0,133.10000000000002,136.1,133.3,125.5,131.0,141.39999999999998,136.35,139.1,153.25,164.0
Ammonium sulphate,1310020003,0.0342,112.15,115.3,122.55,109.55,103.05,104.0,107.1,110.95,120.55,139.65,150.2
"Nitrogenous fertilizer, others",1310020004,0.00427,120.95,128.45,131.7,133.95,130.64999999999998,133.5,138.85,138.85,141.0,152.1,160.5
Mixed fertilizer,1310020005,0.45476,123.05,127.60000000000001,130.55,130.0,124.69999999999999,125.65,132.05,137.60000000000002,143.3,157.35,169.0
Ammonium phosphate,1310020006,0.04093,134.2,132.85,134.5,133.45,127.35,131.10000000000002,145.05,142.6,142.0,160.1,164.4
Ammonia gas,1310020007,0.04383,119.1,114.5,106.85,91.2,84.0,86.65,95.15,93.55,103.0,165.85000000000002,211.4
Ammonia liquid,1310020008,0.02116,124.65,125.75,124.7,117.9,105.94999999999999,112.1,123.35,121.25,136.8,221.5,260.0
"Superphospate/Phosphatic fertilizer, others",1310020009,0.08472,142.0,144.8,143.3,143.8,143.05,144.05,151.14999999999998,152.35000000000002,151.65,158.9,178.3
c. Manufacture of plastic and synthetic rubber in primary form,1310030000,1.00082,112.05000000000001,122.45,120.65,114.05,113.2,115.25,115.75,112.05000000000001,126.5,142.5,143.2
Poly Propylene (PP),1310030001,0.19433,116.0,129.55,120.05,105.9,108.05,114.1,119.65,111.25,127.89999999999999,139.60000000000002,135.2
Poly Vinyl Chloride (PVC),1310030002,0.08347,108.55,114.25,110.1,105.75,109.75,112.95,115.25,116.15,136.45,149.75,139.7
Polyethylene,1310030003,0.51618,111.9,124.0,127.65,121.1,118.44999999999999,120.15,116.69999999999999,111.0,126.4,146.2,150.0
"Polystyrene, expandable",1310030004,0.02619,123.10000000000001,136.05,128.75,123.15,125.4,127.8,126.75,119.55000000000001,130.7,143.2,144.5
Oleoresin,1310030005,0.07154,93.0,90.5,93.4,105.75,105.44999999999999,91.35,90.55000000000001,99.8,115.85,130.35000000000002,129.7
XLPE Compound,1310030006,0.10911,118.6,126.25,112.95,104.9,102.4,108.4,118.5,121.95,122.75,132.0,136.4
d. Manufacture of pesticides and other agrochemical products,1310040000,0.45369,108.6,114.8,121.7,120.15,116.25,116.85,121.55000000000001,123.05,126.5,137.55,143.4
Insecticide and Pesticide,1310040001,0.38578,107.6,113.25,119.9,116.85,112.25,113.7,118.19999999999999,118.80000000000001,121.55,131.65,136.3
Agro chemical formulation,1310040002,0.06434,114.5,123.7,131.95,138.14999999999998,137.0,133.89999999999998,140.0,147.1,153.75,166.7,176.8
"Fungicide, liquid",1310040003,0.00357,109.35,123.6,129.6,157.05,171.5,153.8,154.1,153.95,171.5,247.3,305.6
"e. Manufacture of paints, varnishes and similar coatings, printing ink and mastics",1310050000,0.49145,106.95,110.80000000000001,111.1,109.1,108.75,109.9,113.75,114.2,120.15,136.7,145.0
Paint,1310050001,0.38664,107.4,111.0,111.65,109.7,109.35,110.05000000000001,113.55000000000001,113.80000000000001,119.95,137.14999999999998,146.1
Varnish (all types),1310050002,0.01733,106.19999999999999,112.69999999999999,117.25,123.8,122.6,125.35,130.95,130.8,131.8,144.5,152.5
Powder coating material,1310050003,0.01208,106.35,107.6,104.85,104.85,106.6,109.65,112.9,112.1,114.30000000000001,126.1,132.9
Printing ink,1310050004,0.0754,105.05,109.69999999999999,107.9,103.5,102.65,105.5,110.94999999999999,112.75,119.2,134.55,139.5
"f. Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",1310060000,0.61219,108.69999999999999,111.8,112.25,112.8,114.35,115.5,117.85,119.05,123.44999999999999,133.0,140.8
Toilet soap,1310060001,0.07605,106.6,108.4,109.35,110.25,112.80000000000001,111.55,110.9,111.9,118.35,130.95,137.0
"Detergent cake, washing soap cake/bar/powder",1310060002,0.30512,112.30000000000001,115.15,114.65,113.75,115.15,118.35,122.7,125.6,132.0,143.45,154.0
Organic surface active agent,1310060003,0.01834,105.25,111.55000000000001,107.25,97.9,96.75,96.35,96.69999999999999,93.85,103.95,119.35,123.6
Tooth paste/Tooth Powder,1310060004,0.02704,106.75,114.30000000000001,119.69999999999999,123.1,122.44999999999999,121.15,122.44999999999999,121.55,121.80000000000001,130.2,138.4
Agarbatti,1310060005,0.02364,104.6,108.7,110.3,115.0,116.85,115.85,115.9,118.3,121.1,121.05,121.2
Perfume/scent,1310060006,0.10008,103.25,106.75,108.95,114.8,118.6,118.05000000000001,118.85,115.7,113.25,119.55000000000001,125.5
Creams & Lotions for External Application,1310060007,0.02734,103.55000000000001,101.5,99.1,94.1,91.5,92.35,93.9,96.94999999999999,99.75,101.35,103.4
Face/Body Powder,1310060008,0.00413,116.05,132.2,145.05,151.64999999999998,152.4,153.55,160.85000000000002,171.4,173.65,186.14999999999998,193.6
Hair oil/Body Oil,1310060009,0.0089,102.5,108.35,113.45,113.75,113.7,115.3,121.75,125.6,127.15,127.6,128.7
Shampoo,1310060010,0.01534,103.25,101.1,98.55,98.35,96.55,91.1,89.45,86.6,92.2,99.7,101.8
Mosquito coil,1310060011,0.00621,121.9,132.2,140.05,144.75,152.05,148.5,139.0,141.25,148.0,158.6,165.3
g. Manufacture of other chemical products,1310070000,0.69227,107.0,111.5,110.65,107.25,107.55,112.94999999999999,115.69999999999999,114.05000000000001,120.19999999999999,136.10000000000002,142.1
Safety matches (match box),1310070001,0.06202,104.9,103.9,104.15,107.1,108.5,109.75,109.45,109.8,114.65,119.35,120.6
Plasticizer,1310070002,0.00818,110.69999999999999,111.9,103.55,95.65,100.2,108.15,109.9,105.7,130.5,148.4,143.0
Polyester film(metalized),1310070003,0.08695,106.35,114.85,113.3,108.15,106.0,111.85,117.9,115.7,118.1,131.15,132.5
Adhesive excluding gum,1310070004,0.12705,107.9,110.6,108.35,102.44999999999999,101.75,104.7,106.35,104.95,108.69999999999999,122.69999999999999,129.4
Adhesive tape (non-medicinal),1310070005,0.02592,102.5,107.95,112.05,113.69999999999999,111.65,110.3,113.0,115.25,122.30000000000001,135.7,138.6
Gelatine,1310070006,0.02008,123.75,137.9,142.75,136.9,131.55,127.4,129.55,138.25,152.5,157.0,157.5
Hydrogen peroxide,1310070007,0.03517,107.1,109.45,101.9,100.15,108.5,138.0,128.60000000000002,110.95,106.9,114.35,119.0
"Epoxy, liquid",1310070008,0.09037,102.2,106.75,104.9,101.6,101.9,109.9,116.1,116.3,119.8,125.95,122.0
Additive,1310070009,0.08986,110.35,115.5,113.75,107.15,107.19999999999999,112.55,116.55000000000001,115.4,125.75,154.1,170.9
Foundry chemical,1310070010,0.00808,102.6,95.15,91.3,96.25,97.0,100.85,103.0,104.4,109.9,120.65,124.2
Explosive,1310070011,0.08728,111.0,116.75,117.9,117.6,119.65,122.05,125.69999999999999,125.3,135.9,166.85000000000002,187.2
Rubber Chemicals,1310070012,0.00748,101.05,103.1,103.19999999999999,108.25,109.55000000000001,110.8,113.95,113.55000000000001,117.94999999999999,130.2,127.3
Organic chemicals,1310070013,0.04383,99.85,105.44999999999999,110.05,103.0,103.35,110.85,112.85,107.80000000000001,118.35,141.55,140.8
h. Manufacture of man-made fibres,1310080000,0.29636,103.85,104.6,97.5,93.0,95.4,100.5,101.85,95.25,98.75,109.3,110.7
Polyester chips or Polyethylene terepthalate (PET) chips,1310080001,0.14608,102.25,100.5,89.35,83.05,87.45,94.75,96.19999999999999,85.35,89.5,99.7,98.6
Acrylic fibre,1310080002,0.04353,103.30000000000001,106.85,103.55000000000001,100.0,100.85,105.25,107.15,105.35,108.30000000000001,120.55000000000001,124.8
Viscose staple fibre,1310080003,0.01984,100.65,100.9,94.1,90.35,94.5,96.75,98.05000000000001,95.55000000000001,93.94999999999999,94.65,95.9
Polyester fibre fabric,1310080004,0.08691,107.5,111.30000000000001,109.1,106.8,106.30000000000001,108.55000000000001,109.69999999999999,106.80000000000001,110.5,123.19999999999999,127.3
"(K). MANUFACTURE OF PHARMACEUTICALS, MEDICINAL CHEMICAL AND BOTANICAL PRODUCTS",1311000000,1.99345,106.0,110.75,116.1,119.05000000000001,120.35,121.75,124.85,128.85,132.75,137.8,140.9
"a. Manufacture of pharmaceuticals, medicinal chemical and botanical products",1311010000,1.99345,106.0,110.75,116.1,119.05000000000001,120.35,121.75,124.85,128.85,132.75,137.8,140.9
Anti inflammatory preparation,1311010001,0.00306,102.55,111.55,124.8,131.55,131.45,125.94999999999999,127.65,119.1,115.15,163.55,190.7
Anti cancer drugs,1311010002,0.08012,90.35,95.2,101.9,104.44999999999999,93.35,79.25,77.94999999999999,79.75,74.95,72.4,71.4
"Antipyretic, analgesic, anti-inflammatory formulations",1311010003,0.00358,105.8,115.65,112.4,99.2,98.2,118.95,134.2,128.0,161.65,217.60000000000002,221.9
"Vials/ampoule, glass, empty or filled",1311010004,0.0263,104.94999999999999,102.5,105.3,107.3,107.6,109.7,110.9,107.55000000000001,107.5,116.25,118.5
Anti-retroviral drugs for HIV treatment,1311010005,0.01316,98.6,96.69999999999999,96.65,102.8,102.80000000000001,102.0,102.5,103.80000000000001,106.35,105.9,104.4
Antidiabetic drug excluding insulin (i.e. tolbutam),1311010006,0.11682,103.80000000000001,104.5,103.7,107.6,115.55,112.65,117.3,124.95,137.35000000000002,145.6,144.2
API & formulations of vitamins,1311010007,0.70266,108.45,111.69999999999999,115.3,121.69999999999999,123.95,126.15,129.15,134.7,137.89999999999998,142.35000000000002,146.4
Vaccine for hepatitis B,1311010008,0.00037,116.35,122.15,126.65,138.85000000000002,156.0,164.9,170.45,172.25,173.89999999999998,198.35000000000002,222.8
Ayurvedic medicaments,1311010009,0.06506,111.95,119.05000000000001,126.0,130.14999999999998,133.05,137.25,143.3,149.65,155.85,162.0,164.8
Simvastatin,1311010010,0.0523,102.5,102.0,106.0,113.6,111.45,106.75,107.0,105.8,111.65,118.69999999999999,118.9
Digestive enzymes and antacids,1311010011,0.03613,102.75,105.2,109.35,110.1,111.55000000000001,116.05,121.7,123.85,124.65,129.75,134.6
Vaccine for polio,1311010012,0.01289,105.80000000000001,114.25,121.35,130.95,140.4,133.3,128.64999999999998,130.1,133.3,139.5,143.8
Antibiotics & preparations thereof,1311010013,0.23061,105.6,109.55000000000001,113.8,111.8,111.4,115.15,118.6,121.4,127.75,135.25,138.4
Sulpha drugs,1311010014,0.03627,114.6,130.35,134.10000000000002,138.05,150.9,152.75,176.9,195.5,194.4,208.9,220.6
Anti allergic drugs,1311010015,0.00959,114.44999999999999,115.19999999999999,117.8,119.69999999999999,118.15,122.85,116.25,115.69999999999999,116.0,111.0,112.8
Antioxidants,1311010016,0.02243,106.05000000000001,109.80000000000001,112.05,105.30000000000001,115.5,134.85,139.3,139.3,148.05,166.7,173.7
Antiseptics and disinfectants,1311010017,0.0146,107.7,114.95,110.5,106.9,104.5,104.1,105.4,106.30000000000001,106.1,109.85,115.6
Cotton wool (medicinal),1311010018,0.00652,100.7,105.3,110.7,110.94999999999999,111.9,118.94999999999999,125.05,127.80000000000001,126.6,130.65,143.8
Plastic capsules,1311010019,0.07553,109.9,119.44999999999999,123.19999999999999,127.0,129.2,140.1,144.4,146.45,154.2,162.5,164.3
Steroids and hormonal preparations (including anti-fungal preparations),1311010020,0.01615,102.55,106.5,110.25,112.5,112.35,105.25,103.1,101.5,103.2,109.9,113.2
Anti-malarial drugs,1311010021,0.06041,108.4,114.94999999999999,119.85,116.15,106.55000000000001,95.6,94.55,97.05,94.75,99.25,106.5
IV fluids,1311010022,0.01785,114.35,115.3,112.4,112.6,110.5,104.15,106.25,107.4,106.15,116.6,124.5
Medical accessories,1311010023,0.39104,103.6,111.75,124.3,124.75,126.55000000000001,129.35,131.55,134.45,138.2,140.0,141.4
(L). MANUFACTURE OF RUBBER AND PLASTICS PRODUCTS,1312000000,2.29851,105.85,111.35,110.4,107.45,107.7,108.25,109.3,108.7,116.69999999999999,127.19999999999999,129.7
a. Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres,1312010000,0.60897,103.75,105.7,104.8,101.65,101.45,99.35,99.05000000000001,98.5,100.44999999999999,107.1,111.8
Motor Car Tyre,1312010001,0.20706,102.95,105.9,104.95,102.94999999999999,102.55000000000001,100.3,99.4,98.85,100.85,107.45,111.1
Tractor Tyre,1312010002,0.03327,99.69999999999999,99.69999999999999,97.9,96.35,96.25,94.75,93.65,91.55000000000001,94.15,102.05,105.0
2/3 wheeler Tyre,1312010003,0.0403,101.30000000000001,100.4,101.6,101.05,98.75,99.75,103.0,102.8,104.05000000000001,112.15,118.8
Medium & heavy commercial vehicle tyre,1312010004,0.12918,102.8,105.55,105.55000000000001,100.95,98.55,97.3,97.7,96.65,99.95,107.7,112.6
Solid Rubber Tyres/Wheels,1312010005,0.00473,102.80000000000001,103.15,101.6,99.0,98.19999999999999,98.0,96.75,96.4,99.0,102.05,105.7
Rubberized dipped fabric,1312010006,0.00203,102.30000000000001,106.25,97.85,85.15,96.85,106.85,104.45,94.6,107.44999999999999,142.45,146.6
Motor Car Tube,1312010007,0.01126,100.65,101.4,100.5,99.30000000000001,100.6,96.55000000000001,94.75,93.30000000000001,93.3,95.35,97.1
Rubber cloth/sheet,1312010008,0.01224,123.3,127.1,133.5,129.8,131.85,134.2,136.05,141.65,142.7,147.9,148.3
2/3 wheeler rubber tube,1312010009,0.01601,105.7,110.0,111.6,112.15,114.35,120.0,123.25,121.94999999999999,123.1,128.45,132.9
Medium & heavy commercial vehicle tube,1312010010,0.12918,105.7,106.35,102.95,97.69999999999999,99.95,93.44999999999999,91.25,91.85,93.19999999999999,99.19999999999999,106.0
Cycle/Cycle rickshaw tyre,1312010011,0.02371,105.1,107.55,108.6,104.75,104.65,110.85,113.1,109.6,108.35,111.6,114.8
b. Manufacture of other rubber products,1312020000,0.27178,99.94999999999999,98.0,94.05,90.6,90.80000000000001,91.15,92.55000000000001,93.05,96.4,104.1,106.4
V belt,1312020001,0.01101,104.55000000000001,109.19999999999999,110.9,107.0,108.05000000000001,119.5,123.15,124.45,128.25,139.15,151.2
Rubber moulded goods,1312020002,0.03434,103.69999999999999,104.25,104.15,103.9,103.9,105.55,109.8,110.35,112.2,122.15,126.9
Processed rubber,1312020003,0.01724,99.65,98.05,90.35,89.4,92.65,93.55,94.4,92.7,96.9,107.9,109.6
Rubber components & parts,1312020004,0.01732,104.55,106.9,107.4,100.85,94.6,95.95,100.35,100.8,107.05000000000001,121.05,126.9
Conveyer belt (fibre based),1312020005,0.04791,106.8,103.35,98.55,93.19999999999999,90.55000000000001,91.85,95.15,97.65,100.05,109.65,113.7
Elastic webbing,1312020006,0.00914,105.45,107.05,106.25,102.1,99.45,98.75,101.0,100.15,107.75,116.25,115.9
Condoms,1312020007,0.0131,103.75,104.44999999999999,106.05,112.5,116.65,114.2,111.05,111.30000000000001,109.3,114.75,119.4
Rubber Crumb,1312020008,0.05232,90.05,83.35,69.95,64.9,69.9,68.85,69.35,68.65,73.1,78.4,76.7
Rubber Tread,1312020009,0.01864,101.0,100.75,100.80000000000001,88.3,87.65,87.5,87.30000000000001,87.4,90.95,98.25,103.5
Rubber tubes- not for tyres,1312020010,0.05076,96.35,94.3,93.2,92.05000000000001,91.25,88.95,88.1,88.85,92.30000000000001,95.75,94.7
c. Manufacture of plastics products,1312030000,1.41776,107.9,116.4,115.9,113.2,113.55,115.35,116.9,116.0,127.55000000000001,140.25,141.8
PVC fittings & other accessories,1312030001,0.1621,111.25,117.85,117.55,115.9,113.9,103.55,103.7,108.4,141.2,159.45,150.9
Polyester film (non-metalized),1312030002,0.01969,109.5,118.8,110.8,98.65,95.85,100.4,105.75,98.55,101.65,114.85,114.9
Polypropylene film,1312030003,0.05098,102.9,112.7,108.0,99.05000000000001,96.75,97.3,98.65,99.45,113.9,129.64999999999998,128.0
Plastic film,1312030004,0.24113,107.9,116.15,114.05000000000001,111.0,109.0,108.80000000000001,110.45,109.80000000000001,120.15,133.05,134.7
Polythene film,1312030005,0.04306,108.19999999999999,118.9,121.94999999999999,116.9,119.4,127.9,128.6,125.1,132.05,146.35000000000002,146.7
Plastic furniture,1312030006,0.0468,113.65,125.8,127.45,131.9,134.05,135.0,138.25,140.05,151.64999999999998,171.15,174.3
Plastic bag,1312030007,0.01975,112.4,124.4,122.5,116.45,118.4,123.9,122.4,117.25,131.3,146.85000000000002,146.7
Plastic bottle,1312030008,0.06262,104.75,107.4,104.5,100.94999999999999,100.30000000000001,102.75,104.5,103.85,106.5,112.4,115.3
Thermocol,1312030009,0.06841,112.9,123.3,123.1,115.8,116.15,123.35,125.19999999999999,123.0,134.1,151.6,156.8
Plastic box/container,1312030010,0.31065,106.44999999999999,116.25,115.7,112.15,113.65,120.15,121.4,118.55,128.4,140.25,145.2
Plastic tube (flexible/non-flexible),1312030011,0.07563,106.5,114.5,115.19999999999999,114.8,116.0,115.8,118.30000000000001,120.4,135.35,147.95,146.3
Plastic tape,1312030012,0.01448,106.9,112.05,110.44999999999999,108.75,109.19999999999999,109.4,112.15,112.8,122.85,133.3,132.0
Plastic components,1312030013,0.20335,106.15,114.55000000000001,115.65,115.35,117.7,120.5,121.5,117.55,121.9,132.10000000000002,136.7
Plastic tank,1312030014,0.03701,111.15,119.05,120.65,120.45,122.0,123.55000000000001,121.4,117.19999999999999,119.9,128.25,134.1
Acrylic/plastic sheet,1312030015,0.01563,107.80000000000001,113.9,111.35,107.0,108.30000000000001,111.0,114.0,113.25,124.39999999999999,138.55,137.8
Tooth brush,1312030016,0.03926,103.8,110.9,115.44999999999999,113.75,115.75,123.1,132.14999999999998,139.75,142.8,145.45,145.5
Plastic button,1312030017,0.00721,120.69999999999999,136.8,142.2,144.8,157.7,160.25,164.85000000000002,167.55,170.35,177.2,178.6
(M). MANUFACTURE OF OTHER NON-METALLIC MINERAL PRODUCTS,1313000000,3.20176,107.05000000000001,109.0,111.15,110.25,110.6,113.95,116.4,116.85,119.6,127.65,133.7
a. Manufacture of glass and glass products,1313010000,0.29504,105.9,108.95,113.7,115.45,116.69999999999999,118.35,122.95,125.25,131.25,146.2,158.1
Ordinary sheet glass,1313010001,0.00555,109.05000000000001,115.75,120.0,114.4,113.55000000000001,112.75,110.75,107.8,129.65,179.55,192.1
Toughened glass,1313010002,0.02939,103.9,105.3,108.15,109.55,108.4,98.65,92.94999999999999,91.65,98.75,123.44999999999999,139.2
Fibre glass incl. sheet,1313010003,0.03063,104.55,110.7,116.4,120.65,121.75,125.25,127.25,127.55,131.85000000000002,142.2,146.3
Glass bottle,1313010004,0.1985,106.1,108.44999999999999,113.30000000000001,114.75,115.9,118.65,125.85,129.5,135.85,151.0,165.1
Opthalmic lens,1313010005,0.03097,107.35,112.69999999999999,117.7,120.5,125.69999999999999,129.3,130.9,130.8,132.5,135.15,136.6
b. Manufacture of refractory products,1313020000,0.22322,109.8,112.65,118.0,117.85,115.55000000000001,111.9,110.3,108.65,111.6,117.4,119.0
Non ceramic tiles,1313020001,0.0076,109.9,116.05,121.6,123.7,124.9,135.25,147.14999999999998,147.95,150.05,165.2,176.3
Ceramic tiles (Vitrified tiles),1313020002,0.17903,110.8,114.25,122.15,121.7,119.15,114.5,112.0,110.15,114.1,119.9,121.5
Plain bricks,1313020003,0.03659,104.85,104.0,96.75,97.6,96.05000000000001,94.0,94.3,93.05,91.1,94.95,95.0
c. Manufacture of clay building materials,1313030000,0.12113,110.05,117.05,112.5,100.05,93.4,95.85,99.6,105.35,111.6,127.5,135.3
Porcelain sanitary ware,1313030001,0.12113,110.05,117.05,112.5,100.05,93.4,95.85,99.6,105.35,111.6,127.5,135.3
d. Manufacture of other porcelain and ceramic products,1313040000,0.22247,103.45,104.45,109.30000000000001,110.9,112.15,112.45,113.30000000000001,112.0,110.6,115.1,118.0
Porcelain crockery,1313040001,0.02145,111.85,120.1,128.75,133.55,137.60000000000002,141.60000000000002,143.1,145.25,154.0,175.0,187.1
Electric insulating material,1313040002,0.20102,102.6,102.75,107.15,108.5,109.45,109.35,110.1,108.45,105.95,108.69999999999999,110.7
"e. Manufacture of cement, lime and plaster",1313050000,1.6448,106.85,108.1,110.85,110.15,111.6,113.75,116.65,119.95,122.7,130.55,137.2
Lime and calcium carbonate,1313050001,0.02789,103.45,105.25,106.7,106.6,108.1,113.25,116.25,117.25,122.3,134.35,142.0
Clinker,1313050002,0.31582,109.55000000000001,108.45,110.9,113.0,113.6,113.35,113.65,118.0,123.1,138.3,150.1
Ordinary Portland cement,1313050003,0.85277,105.55000000000001,106.5,109.35,107.25,108.85,111.6,115.75,120.05000000000001,122.3,129.15,135.2
slag cement,1313050004,0.0983,109.6,111.75,113.35,114.1,116.1,122.94999999999999,125.65,127.7,132.05,139.8,142.9
Pozzolana cement,1313050005,0.09194,107.85,108.05000000000001,109.85,108.85,110.4,110.75,111.69999999999999,114.4,116.4,120.7,123.4
White cement,1313050006,0.18047,107.8,113.65,116.44999999999999,118.15,119.3,121.44999999999999,125.9,123.55,122.44999999999999,125.6,131.3
Cement superfine,1313050007,0.07761,104.35,107.8,113.75,109.95,112.15,113.75,112.1,115.05000000000001,121.6,125.35,129.7
"f. Manufacture of articles of concrete, cement and plaster",1313060000,0.29248,110.1,114.5,116.25,115.6,116.6,119.9,121.5,123.0,126.75,131.25,134.4
Asbestos corrugated sheet,1313060001,0.12181,115.8,117.0,116.25,112.65,111.65,114.05,114.7,117.25,123.5,126.8,129.2
Marble Slab,1313060002,0.09603,106.80000000000001,114.25,119.15,123.65,126.5,128.85,127.9,126.2,126.95,130.55,132.0
Railway sleeper,1313060003,0.0049,109.35,113.6,117.55,115.2,120.1,129.15,139.0,147.25,152.25,163.75,174.3
Cement blocks (concrete),1313060004,0.04345,102.35,107.35,108.4,105.4,107.05,113.44999999999999,121.05,126.1,129.45,136.05,141.4
Poles & posts of concrete,1313060005,0.02629,108.30000000000001,115.45,118.05,117.05,118.8,122.95,126.8,128.5,131.95,140.75,148.5
"g. Cutting, shaping and finishing of stone",1313070000,0.23351,104.6,109.5,112.7,115.6,117.30000000000001,117.85,119.3,120.30000000000001,121.9,123.25,125.6
Granite,1313070001,0.15735,104.05000000000001,109.0,111.6,114.95,118.45,120.35,122.25,124.15,126.55000000000001,127.39999999999999,129.7
"Stone, chip",1313070002,0.07616,105.80000000000001,110.55,115.0,116.95,114.9,112.6,113.1,112.19999999999999,112.3,114.6,117.1
h. Manufacture of other non-metallic mineral products,1313080000,0.16911,108.19999999999999,102.7,91.7,81.35,74.9,109.8,113.2,82.44999999999999,82.35,97.25,105.9
Graphite rod,1313080001,0.16911,108.19999999999999,102.7,91.7,81.35,74.9,109.8,113.2,82.44999999999999,82.35,97.25,105.9
(N). MANUFACTURE OF BASIC METALS,1314000000,9.64632,103.65,103.65,99.35,90.75,94.5,106.5,109.75,106.80000000000001,122.4,144.8,148.7
a. Inputs into steel making,1314010000,1.41103,105.4,104.9,97.44999999999999,83.1,88.1,105.55000000000001,107.45,102.4,124.85,156.75,159.7
Sponge Iron/Direct Reduced Iron (DRI),1314010001,1.00352,104.65,103.19999999999999,94.69999999999999,77.3,78.30000000000001,99.05000000000001,102.35,97.4,121.69999999999999,157.39999999999998,163.9
Ferrochrome,1314010002,0.11195,105.4,108.4,108.15,103.4,119.95,121.8,117.75,113.5,142.3,174.15,181.3
Ferromanganese,1314010003,0.02589,108.0,113.0,107.1,97.05000000000001,111.7,122.6,122.1,116.1,130.35,150.39999999999998,141.3
Ferrosilicon,1314010004,0.02314,106.80000000000001,113.75,110.4,94.1,89.45,98.05,98.0,96.2,107.94999999999999,137.60000000000002,144.5
Silicomanganese,1314010005,0.21885,108.15,108.1,100.9,94.85,111.3,124.05,123.35,117.05,131.25,149.85,136.3
Other ferro alloys,1314010006,0.02768,106.69999999999999,110.05000000000001,105.69999999999999,96.1,107.3,120.2,120.75,116.4,127.1,139.05,131.5
b. Metallic iron,1314020000,0.65301,99.85,98.1,88.75,76.9,85.95,108.2,113.5,108.2,126.6,156.75,165.9
Pig Iron,1314020001,0.65301,99.85,98.1,88.75,76.9,85.95,108.2,113.5,108.2,126.6,156.75,165.9
c. Mild Steel - Semi Finished Steel,1314030000,1.27356,105.55,104.2,99.6,91.69999999999999,90.5,96.30000000000001,97.55,95.94999999999999,107.25,123.05,127.0
Mild Steel (MS) Blooms,1314030001,0.64842,102.0,100.05,92.05000000000001,78.4,79.95,93.94999999999999,96.19999999999999,93.35,109.9,130.85,135.0
MS Slabs,1314030002,0.58341,109.7,108.9,108.1,106.95,102.4,98.3,98.3,98.4,103.0,112.15,115.7
MS Pencil Ingots,1314030003,0.04173,102.4,102.75,97.19999999999999,85.5,88.75,105.0,107.85,103.1,125.35,155.05,161.0
d. Mild Steel -Long Products,1314040000,1.08063,100.35,100.25,95.5,85.6,88.3,102.3,108.35,106.35,121.95,143.4,149.7
MS Wire Rods,1314040001,0.37842,103.85,103.7,98.5,89.44999999999999,93.2,106.15,110.25,106.1,123.25,146.75,152.1
MS Bright Bars,1314040002,0.55727,100.1,99.55000000000001,93.55,80.75,83.30000000000001,99.65,106.55000000000001,103.65,121.30000000000001,145.7,152.9
Rails,1314040003,0.13227,90.6,92.85,95.15,95.25,95.69999999999999,102.0,110.1,118.44999999999999,121.15,123.15,128.1
"Angles, Channels, Sections, steel (coated/not)",1314040004,0.01267,107.75,105.35,96.25,82.44999999999999,84.25,106.45,113.4,105.75,123.4,151.7,160.3
e. Mild Steel - Flat products,1314050000,1.14442,104.9,104.7,97.5,87.65,94.5,112.15,115.1,109.65,133.9,158.0,155.0
"Hot Rolled (HR) Coils & Sheets, including Narrow Strip",1314050001,0.88361,105.85,105.0,96.44999999999999,86.05000000000001,92.9,111.05,113.80000000000001,108.05000000000001,133.05,158.0,155.1
"Cold Rolled (CR) Coils & Sheets, including Narrow Strip",1314050002,0.09307,101.6,102.25,95.95,86.1,92.69999999999999,108.05000000000001,112.6,107.45,131.75,154.0,150.2
GP/GC sheet,1314050003,0.1126,101.55,102.25,97.80000000000001,88.94999999999999,97.19999999999999,116.05,119.8,113.15,142.45,168.75,160.7
Steel cables,1314050004,0.05514,102.0,109.35,115.9,113.9,118.44999999999999,128.60000000000002,131.45,132.0,134.0,143.3,149.3
f. Alloy steel other than Stainless Steel- Shapes,1314060000,0.06671,103.0,101.6,96.75,86.65,89.55,103.94999999999999,108.45,103.1,118.15,140.2,146.9
